test_name,risc0_proving_time_s,risc0_proving_time_ms,risc0_proof_size_kb,risc0_proof_size_bytes,risc0_peak_memory_gb,risc0_peak_memory_bytes,sp1_proving_time_s,sp1_proving_time_ms,sp1_proof_size_kb,sp1_proof_size_bytes,sp1_peak_memory_gb,sp1_peak_memory_bytes,time_speedup,time_diff_s,proof_size_ratio,proof_size_diff_kb,memory_ratio,memory_diff_gb,time_winner,proof_size_winner,memory_winner
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH14],45.314,45314.0,218.419921875,223662.0,668.6328125,717939015680.0,218.018,218018.0,1442.6357421875,1477259.0,479.5234375,514884370432.0,0.20784522378886147,-172.704,0.15140337611752577,-1224.2158203125,1.3943694097329706,189.109375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH15],46.622,46622.0,218.419921875,223662.0,623.6328125,669620633600.0,216.843,216843.0,1442.6357421875,1477259.0,451.3984375,484685381632.0,0.21500348178174994,-170.221,0.15140337611752577,-1224.2158203125,1.381557313210682,172.234375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH16],45.946,45946.0,218.419921875,223662.0,593.6328125,637408378880.0,222.235,222235.0,1442.6357421875,1477259.0,477.6484375,512871104512.0,0.20674511215605101,-176.28900000000002,0.15140337611752577,-1224.2158203125,1.2428237295343398,115.984375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH17],46.093,46093.0,218.419921875,223662.0,613.3203125,658547671040.0,218.606,218606.0,1442.6357421875,1477259.0,392.00390625,420910989312.0,0.21084965645956655,-172.51299999999998,0.15140337611752577,-1224.2158203125,1.5645770430380757,221.31640625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH18],47.525,47525.0,218.419921875,223662.0,643.3203125,690759925760.0,211.24,211240.0,1442.6357421875,1477259.0,522.1796875,560686170112.0,0.22498106419238778,-163.715,0.15140337611752577,-1224.2158203125,1.2319903050614163,121.140625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH19],49.129,49129.0,218.419921875,223662.0,643.3203125,690759925760.0,233.306,233306.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.21057752479576178,-184.17700000000002,0.15140337611752577,-1224.2158203125,1.426653268421144,192.390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH1],31.491,31491.0,218.419921875,223662.0,678.0078125,728005345280.0,155.628,155628.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.20234790654637985,-124.13699999999999,0.15140337611752577,-1224.2158203125,1.5098557734128986,228.953125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH20],47.209,47209.0,218.419921875,223662.0,633.9453125,680693596160.0,237.171,237171.0,1442.6357421875,1477259.0,435.9296875,468075937792.0,0.19905047413047972,-189.962,0.15140337611752577,-1224.2158203125,1.454237531138551,198.015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH21],49.978,49978.0,218.419921875,223662.0,612.8515625,658044354560.0,239.539,239539.0,1442.6357421875,1477259.0,474.8359375,509851205632.0,0.2086424340086583,-189.56099999999998,0.15140337611752577,-1224.2158203125,1.2906596028233437,138.015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH22],51.709,51709.0,218.419921875,223662.0,669.1015625,718442332160.0,245.932,245932.0,1442.6357421875,1477259.0,476.7109375,511864471552.0,0.2102573068978417,-194.22299999999998,0.15140337611752577,-1224.2158203125,1.4035792130320064,192.390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH23],53.434,53434.0,218.419921875,223662.0,645.6640625,693276508160.0,251.91,251910.0,1442.6357421875,1477259.0,473.8984375,508844572672.0,0.212115438053273,-198.476,0.15140337611752577,-1224.2158203125,1.362452397830495,171.765625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH24],54.09,54090.0,218.419921875,223662.0,698.6328125,750151270400.0,258.064,258064.0,1442.6357421875,1477259.0,474.8359375,509851205632.0,0.2095991691983384,-203.97400000000002,0.15140337611752577,-1224.2158203125,1.4713141052008094,223.796875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH25],55.69,55690.0,218.419921875,223662.0,613.3203125,658547671040.0,253.766,253766.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.21945414279296674,-198.076,0.15140337611752577,-1224.2158203125,1.360124049273203,162.390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH26],56.955,56955.0,218.419921875,223662.0,669.5703125,718945648640.0,256.755,256755.0,1442.6357421875,1477259.0,351.69140625,377625772032.0,0.22182625460068936,-199.8,0.15140337611752577,-1224.2158203125,1.903857474481579,317.87890625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH27],57.922,57922.0,218.419921875,223662.0,698.6328125,750151270400.0,269.692,269692.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.21477092386870947,-211.77,0.15140337611752577,-1224.2158203125,1.5493165162251599,247.703125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH28],57.426,57426.0,218.419921875,223662.0,602.0703125,646468075520.0,265.944,265944.0,1442.6357421875,1477259.0,340.91015625,366049492992.0,0.21593267755617723,-208.51800000000003,0.15140337611752577,-1224.2158203125,1.7660673977060488,261.16015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH29],60.333,60333.0,218.419921875,223662.0,713.1640625,765754081280.0,276.863,276863.0,1442.6357421875,1477259.0,474.8359375,509851205632.0,0.21791644242820457,-216.53,0.15140337611752577,-1224.2158203125,1.5019167804669376,238.328125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH2],33.067,33067.0,218.419921875,223662.0,670.0390625,719448965120.0,159.63,159630.0,1442.6357421875,1477259.0,376.06640625,403798228992.0,0.20714777923949132,-126.56299999999999,0.15140337611752577,-1224.2158203125,1.7817041122640824,293.97265625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH30],61.136,61136.0,218.419921875,223662.0,698.6328125,750151270400.0,272.912,272912.0,1442.6357421875,1477259.0,308.09765625,330817339392.0,0.22401360145394855,-211.77599999999998,0.15140337611752577,-1224.2158203125,2.2675693836927717,390.53515625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH31],61.896,61896.0,218.419921875,223662.0,711.7578125,764244131840.0,280.114,280114.0,1442.6357421875,1477259.0,435.9296875,468075937792.0,0.22096717764910004,-218.21799999999996,0.15140337611752577,-1224.2158203125,1.6327353536801734,275.828125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH32],65.51,65510.0,218.419921875,223662.0,572.5390625,614759137280.0,277.64,277640.0,1442.6357421875,1477259.0,437.3359375,469585887232.0,0.23595303270422133,-212.13,0.15140337611752577,-1224.2158203125,1.3091516461530217,135.203125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH3],34.942,34942.0,218.419921875,223662.0,670.0390625,719448965120.0,163.369,163369.0,1442.6357421875,1477259.0,473.8984375,508844572672.0,0.21388390698357707,-128.427,0.15140337611752577,-1224.2158203125,1.4138874692955703,196.140625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH4],34.186,34186.0,218.419921875,223662.0,678.0078125,728005345280.0,163.167,163167.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.20951540446291222,-128.981,0.15140337611752577,-1224.2158203125,1.5098557734128986,228.953125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH5],36.204,36204.0,218.419921875,223662.0,713.1640625,765754081280.0,176.828,176828.0,1442.6357421875,1477259.0,448.5859375,481665482752.0,0.20474133055850882,-140.624,0.15140337611752577,-1224.2158203125,1.5898047684564343,264.578125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH6],37.55,37550.0,218.419921875,223662.0,670.0390625,719448965120.0,178.835,178835.0,1442.6357421875,1477259.0,437.3359375,469585887232.0,0.20997008415578602,-141.28500000000003,0.15140337611752577,-1224.2158203125,1.5320923917897784,232.703125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH7],39.14,39140.0,218.419921875,223662.0,670.0390625,719448965120.0,193.966,193966.0,1442.6357421875,1477259.0,435.4609375,467572621312.0,0.20178794221667715,-154.82600000000002,0.15140337611752577,-1224.2158203125,1.5386892481027648,234.578125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH8],37.63,37630.0,218.419921875,223662.0,712.6953125,765250764800.0,193.52,193520.0,1442.6357421875,1477259.0,435.9296875,468075937792.0,0.194450186027284,-155.89000000000001,0.15140337611752577,-1224.2158203125,1.6348859298553737,276.765625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_push[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_PUSH9],39.559,39559.0,218.419921875,223662.0,639.5703125,686733393920.0,189.007,189007.0,1442.6357421875,1477259.0,526.3984375,565216018432.0,0.20929912648737875,-149.448,0.15140337611752577,-1224.2158203125,1.2149928019115748,113.171875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-1KiB of non-zero data-opcode_RETURN],50.159,50159.0,218.419921875,223662.0,678.0078125,728005345280.0,240.222,240222.0,1442.6357421875,1477259.0,376.06640625,403798228992.0,0.20880269084430234,-190.06300000000002,0.15140337611752577,-1224.2158203125,1.8028938539362023,301.94140625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-1KiB of non-zero data-opcode_REVERT],52.347,52347.0,218.419921875,223662.0,672.3828125,721965547520.0,252.877,252877.0,1442.6357421875,1477259.0,473.8984375,508844572672.0,0.20700577751238744,-200.53,0.15140337611752577,-1224.2158203125,1.4188331492441353,198.484375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-1KiB of zero data-opcode_RETURN],60.958,60958.0,218.419921875,223662.0,620.8203125,666600734720.0,294.393,294393.0,1442.6357421875,1477259.0,522.6484375,561189486592.0,0.20706334729426312,-233.43499999999997,0.15140337611752577,-1224.2158203125,1.187835393653119,98.171875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-1KiB of zero data-opcode_REVERT],63.837,63837.0,218.419921875,223662.0,678.0078125,728005345280.0,307.958,307958.0,1442.6357421875,1477259.0,351.69140625,377625772032.0,0.2072912540021691,-244.12100000000004,0.15140337611752577,-1224.2158203125,1.927848677707063,326.31640625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-1MiB of non-zero data-opcode_RETURN],15.363,15363.0,218.419921875,223662.0,651.7578125,699819622400.0,71.181,71181.0,1442.6357421875,1477259.0,476.2421875,511361155072.0,0.2158300670122645,-55.818,0.15140337611752577,-1224.2158203125,1.3685427910562837,175.515625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-1MiB of non-zero data-opcode_REVERT],15.255,15255.0,218.419921875,223662.0,670.0390625,719448965120.0,72.406,72406.0,1442.6357421875,1477259.0,474.8359375,509851205632.0,0.21068695964422837,-57.151,0.15140337611752577,-1224.2158203125,1.411095937741654,195.203125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-1MiB of zero data-opcode_RETURN],14.969,14969.0,218.419921875,223662.0,365.3515625,392293253120.0,74.829,74829.0,1442.6357421875,1477259.0,272.00390625,292061970432.0,0.20004276416897193,-59.85999999999999,0.15140337611752577,-1224.2158203125,1.3431849841310872,93.34765625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-1MiB of zero data-opcode_REVERT],15.006,15006.0,218.419921875,223662.0,645.6640625,693276508160.0,72.107,72107.0,1442.6357421875,1477259.0,392.94140625,421917622272.0,0.20810739595323616,-57.101,0.15140337611752577,-1224.2158203125,1.643156084419393,252.72265625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-empty-opcode_RETURN],80.876,80876.0,218.419921875,223662.0,618.9453125,664587468800.0,395.347,395347.0,1442.6357421875,1477259.0,449.9921875,483175432192.0,0.20456965652958037,-314.471,0.15140337611752577,-1224.2158203125,1.3754579072553343,168.953125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_return_revert[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-empty-opcode_REVERT],88.362,88362.0,218.419921875,223662.0,645.6640625,693276508160.0,419.933,419933.0,1442.6357421875,1477259.0,477.6484375,512871104512.0,0.21041928117104394,-331.571,0.15140337611752577,-1224.2158203125,1.3517558350643615,168.015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_returndatasize_nonzero[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-returned_size_0-return_data_style_ReturnDataStyle.IDENTITY],31.916,31916.0,218.419921875,223662.0,668.6328125,717939015680.0,158.901,158901.0,1442.6357421875,1477259.0,335.75390625,360513011712.0,0.20085462017230854,-126.98500000000001,0.15140337611752577,-1224.2158203125,1.9914371807848474,332.87890625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_returndatasize_nonzero[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-returned_size_0-return_data_style_ReturnDataStyle.RETURN],32.535,32535.0,218.419921875,223662.0,698.6328125,750151270400.0,157.656,157656.0,1442.6357421875,1477259.0,407.8046875,437876948992.0,0.2063670269447404,-125.12100000000001,0.15140337611752577,-1224.2158203125,1.7131554244334182,290.828125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_returndatasize_nonzero[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-returned_size_0-return_data_style_ReturnDataStyle.REVERT],32.37,32370.0,218.419921875,223662.0,638.6328125,685726760960.0,158.072,158072.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.20478010020750037,-125.702,0.15140337611752577,-1224.2158203125,1.4162580779292782,187.703125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_returndatasize_nonzero[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-returned_size_1-return_data_style_ReturnDataStyle.IDENTITY],31.857,31857.0,218.419921875,223662.0,713.1640625,765754081280.0,158.062,158062.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.20154749402133337,-126.20500000000001,0.15140337611752577,-1224.2158203125,1.5881452356512813,264.109375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_returndatasize_nonzero[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-returned_size_1-return_data_style_ReturnDataStyle.RETURN],32.475,32475.0,218.419921875,223662.0,678.0078125,728005345280.0,158.096,158096.0,1442.6357421875,1477259.0,477.6484375,512871104512.0,0.20541316668353407,-125.62100000000001,0.15140337611752577,-1224.2158203125,1.4194703871505914,200.359375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_returndatasize_nonzero[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-returned_size_1-return_data_style_ReturnDataStyle.REVERT],32.062,32062.0,218.419921875,223662.0,644.2578125,691766558720.0,159.218,159218.0,1442.6357421875,1477259.0,479.9921875,515387686912.0,0.2013717042042985,-127.15599999999999,0.15140337611752577,-1224.2158203125,1.342225622161819,164.265625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_returndatasize_zero[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test],32.261,32261.0,218.419921875,223662.0,518.1640625,556374425600.0,153.441,153441.0,1442.6357421875,1477259.0,451.3984375,484685381632.0,0.21025019388559774,-121.18,0.15140337611752577,-1224.2158203125,1.1479084096297962,66.765625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_shifts[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-shift_right_SAR],63.813,63813.0,218.419921875,223662.0,646.1328125,693779824640.0,315.432,315432.0,1442.6357421875,1477259.0,522.1796875,560686170112.0,0.2023035075705699,-251.61900000000003,0.15140337611752577,-1224.2158203125,1.2373763820523946,123.953125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_shifts[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-shift_right_SHR],59.959,59959.0,218.419921875,223662.0,613.3203125,658547671040.0,287.905,287905.0,1442.6357421875,1477259.0,340.91015625,366049492992.0,0.20825966898803427,-227.94599999999997,0.15140337611752577,-1224.2158203125,1.799067294581371,272.41015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP10],65.919,65919.0,218.419921875,223662.0,640.0390625,687236710400.0,340.902,340902.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.19336642202157805,-274.983,0.15140337611752577,-1224.2158203125,1.4253031541954453,190.984375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP11],66.733,66733.0,218.419921875,223662.0,698.6328125,750151270400.0,326.238,326238.0,1442.6357421875,1477259.0,476.2421875,511361155072.0,0.20455311766256537,-259.505,0.15140337611752577,-1224.2158203125,1.4669696025197263,222.390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP12],64.373,64373.0,218.419921875,223662.0,713.1640625,765754081280.0,345.574,345574.0,1442.6357421875,1477259.0,335.75390625,360513011712.0,0.1862784815987314,-281.201,0.15140337611752577,-1224.2158203125,2.1240678044978067,377.41015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP13],65.07,65070.0,218.419921875,223662.0,713.1640625,765754081280.0,345.253,345253.0,1442.6357421875,1477259.0,522.1796875,560686170112.0,0.18847048396393368,-280.183,0.15140337611752577,-1224.2158203125,1.365744550337378,190.984375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP14],64.95,64950.0,218.419921875,223662.0,708.4765625,760720916480.0,333.619,333619.0,1442.6357421875,1477259.0,522.1796875,560686170112.0,0.19468315653484963,-268.66900000000004,0.15140337611752577,-1224.2158203125,1.356767755352414,186.296875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP15],65.026,65026.0,218.419921875,223662.0,633.9453125,680693596160.0,334.31,334310.0,1442.6357421875,1477259.0,476.2421875,511361155072.0,0.19450809129251292,-269.284,0.15140337611752577,-1224.2158203125,1.3311406027001755,157.703125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP16],66.059,66059.0,218.419921875,223662.0,642.8515625,690256609280.0,334.909,334909.0,1442.6357421875,1477259.0,475.3046875,510354522112.0,0.19724462465923578,-268.85,0.15140337611752577,-1224.2158203125,1.3525041502983284,167.546875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP1],65.884,65884.0,218.419921875,223662.0,593.1640625,636905062400.0,338.651,338651.0,1442.6357421875,1477259.0,390.59765625,419401039872.0,0.19454836985569213,-272.767,0.15140337611752577,-1224.2158203125,1.518606302441171,202.56640625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP2],65.028,65028.0,218.419921875,223662.0,668.6328125,717939015680.0,335.148,335148.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.1940277131297218,-270.12,0.15140337611752577,-1224.2158203125,1.4889785834826632,219.578125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP3],66.214,66214.0,218.419921875,223662.0,643.3203125,690759925760.0,338.626,338626.0,1442.6357421875,1477259.0,351.69140625,377625772032.0,0.1955372593953211,-272.412,0.15140337611752577,-1224.2158203125,1.829218175557851,291.62890625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP4],64.639,64639.0,218.419921875,223662.0,698.6328125,750151270400.0,336.477,336477.0,1442.6357421875,1477259.0,352.16015625,378129088512.0,0.19210525533691752,-271.83799999999997,0.15140337611752577,-1224.2158203125,1.9838496777700132,346.47265625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP5],65.328,65328.0,218.419921875,223662.0,620.8203125,666600734720.0,341.358,341358.0,1442.6357421875,1477259.0,479.5234375,514884370432.0,0.1913767950362962,-276.03,0.15140337611752577,-1224.2158203125,1.2946610404209908,141.296875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP6],65.504,65504.0,218.419921875,223662.0,613.3203125,658547671040.0,352.827,352827.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.18565472597051813,-287.323,0.15140337611752577,-1224.2158203125,1.3658031628942744,164.265625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP7],65.858,65858.0,218.419921875,223662.0,620.3515625,666097418240.0,346.41,346410.0,1442.6357421875,1477259.0,477.6484375,512871104512.0,0.19011575878294507,-280.552,0.15140337611752577,-1224.2158203125,1.298761837779486,142.703125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP8],66.338,66338.0,218.419921875,223662.0,552.8515625,593619845120.0,336.703,336703.0,1442.6357421875,1477259.0,522.6484375,561189486592.0,0.1970223015535947,-270.365,0.15140337611752577,-1224.2158203125,1.0577886067056308,30.203125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_swap[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-opcode_SWAP9],65.082,65082.0,218.419921875,223662.0,669.5703125,718945648640.0,338.659,338659.0,1442.6357421875,1477259.0,522.6484375,561189486592.0,0.19217561027464203,-273.577,0.15140337611752577,-1224.2158203125,1.2811103304982137,146.921875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_tload[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-val_mut_False-key_mut_False],18.732,18732.0,218.419921875,223662.0,423.9453125,455207813120.0,85.773,85773.0,1442.6357421875,1477259.0,476.7109375,511864471552.0,0.21839040257423664,-67.041,0.15140337611752577,-1224.2158203125,0.8893131647519625,-52.765625,RISC0,RISC0,RISC0
test_worst_compute.py::test_worst_tload[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-val_mut_False-key_mut_True],18.284,18284.0,218.419921875,223662.0,670.0390625,719448965120.0,83.783,83783.0,1442.6357421875,1477259.0,449.9921875,483175432192.0,0.21823042860723535,-65.499,0.15140337611752577,-1224.2158203125,1.4890015451657146,220.046875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_tload[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-val_mut_True-key_mut_False],18.854,18854.0,218.419921875,223662.0,670.0390625,719448965120.0,91.812,91812.0,1442.6357421875,1477259.0,522.1796875,560686170112.0,0.2053544199015379,-72.958,0.15140337611752577,-1224.2158203125,1.2831580364757103,147.859375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_tload[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-val_mut_True-key_mut_True],19.385,19385.0,218.419921875,223662.0,628.7890625,675157114880.0,96.336,96336.0,1442.6357421875,1477259.0,406.8671875,436870316032.0,0.20122280352100982,-76.951,0.15140337611752577,-1224.2158203125,1.5454405806563105,221.921875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_tstore[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-dense_val_mut_False-key_mut_False],28.91,28910.0,218.419921875,223662.0,632.0703125,678680330240.0,148.477,148477.0,1442.6357421875,1477259.0,352.16015625,378129088512.0,0.194710291829711,-119.56700000000001,0.15140337611752577,-1224.2158203125,1.7948376648586293,279.91015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_tstore[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-dense_val_mut_False-key_mut_True],29.031,29031.0,218.419921875,223662.0,640.9765625,688243343360.0,142.686,142686.0,1442.6357421875,1477259.0,522.6484375,561189486592.0,0.20346074597367644,-113.655,0.15140337611752577,-1224.2158203125,1.2264009925409947,118.328125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_tstore[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-dense_val_mut_True-key_mut_False],45.6,45600.0,218.419921875,223662.0,638.1640625,685223444480.0,222.566,222566.0,1442.6357421875,1477259.0,525.9296875,564712701952.0,0.20488304592794945,-176.966,0.15140337611752577,-1224.2158203125,1.2134018627727685,112.234375,RISC0,RISC0,SP1
