test_name,risc0_proving_time_s,risc0_proving_time_ms,risc0_proof_size_kb,risc0_proof_size_bytes,risc0_peak_memory_gb,risc0_peak_memory_bytes,sp1_proving_time_s,sp1_proving_time_ms,sp1_proof_size_kb,sp1_proof_size_bytes,sp1_peak_memory_gb,sp1_peak_memory_bytes,time_speedup,time_diff_s,proof_size_ratio,proof_size_diff_kb,memory_ratio,memory_diff_gb,time_winner,proof_size_winner,memory_winner
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_False-offset_1-opcode_MLOAD],47.196,47196.0,218.419921875,223662.0,718.3203125,771290562560.0,229.938,229938.0,1442.6357421875,1477259.0,473.8984375,508844572672.0,0.20525532969757065,-182.742,0.15140337611752577,-1224.2158203125,1.5157684762360077,244.421875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_False-offset_1-opcode_MSTORE8],40.042,40042.0,218.419921875,223662.0,668.6328125,717939015680.0,193.095,193095.0,1442.6357421875,1477259.0,341.37890625,366552809472.0,0.2073694295554002,-153.053,0.15140337611752577,-1224.2158203125,1.958623688396096,327.25390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_False-offset_1-opcode_MSTORE],57.712,57712.0,218.419921875,223662.0,632.0703125,678680330240.0,295.526,295526.0,1442.6357421875,1477259.0,473.8984375,508844572672.0,0.19528569398293213,-237.81400000000002,0.15140337611752577,-1224.2158203125,1.3337674541288185,158.171875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_False-offset_31-opcode_MLOAD],46.486,46486.0,218.419921875,223662.0,645.6640625,693276508160.0,222.031,222031.0,1442.6357421875,1477259.0,477.6484375,512871104512.0,0.20936716044155995,-175.54500000000002,0.15140337611752577,-1224.2158203125,1.3517558350643615,168.015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_False-offset_31-opcode_MSTORE8],38.724,38724.0,218.419921875,223662.0,668.6328125,717939015680.0,199.997,199997.0,1442.6357421875,1477259.0,526.3984375,565216018432.0,0.19362290434356513,-161.27300000000002,0.15140337611752577,-1224.2158203125,1.270202882203654,142.234375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_False-offset_31-opcode_MSTORE],57.519,57519.0,218.419921875,223662.0,648.9453125,696799723520.0,295.715,295715.0,1442.6357421875,1477259.0,476.7109375,511864471552.0,0.1945082258255415,-238.19599999999997,0.15140337611752577,-1224.2158203125,1.3612973008407216,172.234375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_True-offset_0-opcode_MLOAD],46.259,46259.0,218.419921875,223662.0,698.6328125,750151270400.0,231.126,231126.0,1442.6357421875,1477259.0,522.1796875,560686170112.0,0.20014624057873195,-184.86700000000002,0.15140337611752577,-1224.2158203125,1.3379164858839898,176.453125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_True-offset_0-opcode_MSTORE8],40.249,40249.0,218.419921875,223662.0,641.9140625,689249976320.0,198.756,198756.0,1442.6357421875,1477259.0,372.31640625,399771697152.0,0.202504578478134,-158.507,0.15140337611752577,-1224.2158203125,1.7241089882807172,269.59765625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_True-offset_0-opcode_MSTORE],51.869,51869.0,218.419921875,223662.0,651.2890625,699316305920.0,263.475,263475.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.19686497770186923,-211.60600000000002,0.15140337611752577,-1224.2158203125,1.4443250922573156,200.359375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_True-offset_1-opcode_MLOAD],46.165,46165.0,218.419921875,223662.0,678.0078125,728005345280.0,230.494,230494.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.2002872092115196,-184.329,0.15140337611752577,-1224.2158203125,1.5098557734128986,228.953125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_True-offset_1-opcode_MSTORE8],39.274,39274.0,218.419921875,223662.0,713.1640625,765754081280.0,196.553,196553.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.19981379068241137,-157.279,0.15140337611752577,-1224.2158203125,1.5881452356512813,264.109375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_True-offset_1-opcode_MSTORE],58.142,58142.0,218.419921875,223662.0,646.1328125,693779824640.0,290.055,290055.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.2004516384823568,-231.913,0.15140337611752577,-1224.2158203125,1.4388733276500982,197.078125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_True-offset_31-opcode_MLOAD],47.206,47206.0,218.419921875,223662.0,616.6015625,662070886400.0,235.288,235288.0,1442.6357421875,1477259.0,525.9296875,564712701952.0,0.20063071639862637,-188.082,0.15140337611752577,-1224.2158203125,1.1724030362899034,90.671875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_True-offset_31-opcode_MSTORE8],39.368,39368.0,218.419921875,223662.0,713.1640625,765754081280.0,196.236,196236.0,1442.6357421875,1477259.0,435.9296875,468075937792.0,0.20061558531564036,-156.868,0.15140337611752577,-1224.2158203125,1.6359612179429739,277.234375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_memory_access[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-big_memory_expansion_True-offset_initialized_True-offset_31-opcode_MSTORE],58.329,58329.0,218.419921875,223662.0,672.3828125,721965547520.0,284.02,284020.0,1442.6357421875,1477259.0,392.47265625,421414305792.0,0.20536934018731076,-225.69099999999997,0.15140337611752577,-1224.2158203125,1.7131965801757687,279.91015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_mod[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_MOD-mod_bits_127],175.813,175813.0,218.419921875,223662.0,645.1953125,692773191680.0,872.168,872168.0,1442.6357421875,1477259.0,477.1796875,512367788032.0,0.20158157602663707,-696.355,0.15140337611752577,-1224.2158203125,1.3521013769053194,168.015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_mod[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_MOD-mod_bits_191],224.558,224558.0,218.419921875,223662.0,633.0078125,679686963200.0,1125.312,1125312.0,1442.6357421875,1477259.0,525.9296875,564712701952.0,0.19955176875391004,-900.7539999999999,0.15140337611752577,-1224.2158203125,1.203597795570344,107.078125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_mod[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_MOD-mod_bits_255],170.169,170169.0,218.419921875,223662.0,641.4453125,688746659840.0,832.85,832850.0,1442.6357421875,1477259.0,474.8359375,509851205632.0,0.20432130635768747,-662.681,0.15140337611752577,-1224.2158203125,1.3508777702824988,166.609375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_mod[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_MOD-mod_bits_63],118.957,118957.0,218.419921875,223662.0,620.8203125,666600734720.0,593.335,593335.0,1442.6357421875,1477259.0,524.9921875,563706068992.0,0.20048876267201493,-474.37800000000004,0.15140337611752577,-1224.2158203125,1.1825324781618773,95.828125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_mod[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_SMOD-mod_bits_127],184.435,184435.0,218.419921875,223662.0,698.6328125,750151270400.0,877.636,877636.0,1442.6357421875,1477259.0,335.75390625,360513011712.0,0.21014976596219845,-693.201,0.15140337611752577,-1224.2158203125,2.0807883378125256,362.87890625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_mod[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_SMOD-mod_bits_191],233.889,233889.0,218.419921875,223662.0,619.8828125,665594101760.0,1145.876,1145876.0,1442.6357421875,1477259.0,522.6484375,561189486592.0,0.20411370863863107,-911.987,0.15140337611752577,-1224.2158203125,1.1860416448676363,97.234375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_mod[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_SMOD-mod_bits_255],175.148,175148.0,218.419921875,223662.0,632.0703125,678680330240.0,866.603,866603.0,1442.6357421875,1477259.0,216.69140625,232670625792.0,0.20210869336939752,-691.4549999999999,0.15140337611752577,-1224.2158203125,2.9169145349990084,415.37890625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_mod[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_SMOD-mod_bits_63],128.386,128386.0,218.419921875,223662.0,628.7890625,675157114880.0,624.117,624117.0,1442.6357421875,1477259.0,526.3984375,565216018432.0,0.20570822457968618,-495.731,0.15140337611752577,-1224.2158203125,1.1945116430935454,102.390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modarith[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_ADDMOD-mod_bits_127],207.139,207139.0,218.419921875,223662.0,613.3203125,658547671040.0,1013.716,1013716.0,1442.6357421875,1477259.0,474.8359375,509851205632.0,0.20433632299381682,-806.577,0.15140337611752577,-1224.2158203125,1.2916467858964444,138.484375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modarith[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_ADDMOD-mod_bits_191],259.838,259838.0,218.419921875,223662.0,643.3203125,690759925760.0,1315.556,1315556.0,1442.6357421875,1477259.0,242.94140625,260856348672.0,0.19751192651624105,-1055.718,0.15140337611752577,-1224.2158203125,2.648047207885132,400.37890625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modarith[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_ADDMOD-mod_bits_255],202.284,202284.0,218.419921875,223662.0,670.0390625,719448965120.0,991.843,991843.0,1442.6357421875,1477259.0,335.75390625,360513011712.0,0.20394760057791406,-789.559,0.15140337611752577,-1224.2158203125,1.9956255162705199,334.28515625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modarith[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_ADDMOD-mod_bits_63],143.579,143579.0,218.419921875,223662.0,643.3203125,690759925760.0,722.456,722456.0,1442.6357421875,1477259.0,476.7109375,511864471552.0,0.1987373625521831,-578.877,0.15140337611752577,-1224.2158203125,1.3494976974385027,166.609375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modarith[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_MULMOD-mod_bits_127],247.667,247667.0,218.419921875,223662.0,490.0390625,526175436800.0,1217.117,1217117.0,1442.6357421875,1477259.0,477.6484375,512871104512.0,0.20348659989138268,-969.4499999999999,0.15140337611752577,-1224.2158203125,1.0259408887943866,12.390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modarith[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_MULMOD-mod_bits_191],359.091,359091.0,218.419921875,223662.0,712.6953125,765250764800.0,1810.725,1810725.0,1442.6357421875,1477259.0,476.7109375,511864471552.0,0.19831338276104876,-1451.634,0.15140337611752577,-1224.2158203125,1.4950261393992035,235.984375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modarith[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_MULMOD-mod_bits_255],345.812,345812.0,218.419921875,223662.0,643.3203125,690759925760.0,1711.592,1711592.0,1442.6357421875,1477259.0,265.91015625,285518856192.0,0.2020411406456679,-1365.7800000000002,0.15140337611752577,-1224.2158203125,2.419314559370088,377.41015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modarith[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-op_MULMOD-mod_bits_63],190.595,190595.0,218.419921875,223662.0,690.6640625,741594890240.0,949.311,949311.0,1442.6357421875,1477259.0,435.9296875,468075937792.0,0.20077192827218898,-758.716,0.15140337611752577,-1224.2158203125,1.5843473897381672,254.734375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_1045_gas_base_heavy],2913.449,2913449.0,218.419921875,223662.0,711.7578125,764244131840.0,15430.997,15430997.0,1442.6357421875,1477259.0,335.75390625,360513011712.0,0.18880497481789416,-12517.547999999999,0.15140337611752577,-1224.2158203125,2.1198794690121345,376.00390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_1360_gas_balanced],770.387,770387.0,218.419921875,223662.0,698.6328125,750151270400.0,3851.267,3851267.0,1442.6357421875,1477259.0,437.3359375,469585887232.0,0.2000346898825763,-3080.88,0.15140337611752577,-1224.2158203125,1.5974740527697886,261.296875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_400_gas_exp_heavy],959.722,959722.0,218.419921875,223662.0,713.1640625,765754081280.0,4839.727,4839727.0,1442.6357421875,1477259.0,435.9296875,468075937792.0,0.19830085457299554,-3880.005,0.15140337611752577,-1224.2158203125,1.6359612179429739,277.234375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_408_gas_balanced],676.705,676705.0,218.419921875,223662.0,612.3828125,657541038080.0,3337.116,3337116.0,1442.6357421875,1477259.0,522.1796875,560686170112.0,0.20278138368579338,-2660.411,0.15140337611752577,-1224.2158203125,1.1727434581606546,90.203125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_600_as_balanced],676.435,676435.0,218.419921875,223662.0,633.0078125,679686963200.0,3406.399,3406399.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.19857773560877628,-2729.964,0.15140337611752577,-1224.2158203125,1.4096452617477688,183.953125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_600_gas_exp_heavy],1056.368,1056368.0,218.419921875,223662.0,648.9453125,696799723520.0,5140.225,5140225.0,1442.6357421875,1477259.0,476.7109375,511864471552.0,0.20551007008448072,-4083.8570000000004,0.15140337611752577,-1224.2158203125,1.3612973008407216,172.234375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_616_gas_base_heavy],2875.558,2875558.0,218.419921875,223662.0,670.0390625,719448965120.0,14848.555,14848555.0,1442.6357421875,1477259.0,435.9296875,468075937792.0,0.19365911363092234,-11972.997,0.15140337611752577,-1224.2158203125,1.5370347138837614,234.109375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_677_gas_base_heavy],725.074,725074.0,218.419921875,223662.0,639.5703125,686733393920.0,3663.014,3663014.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.1979446434002163,-2937.94,0.15140337611752577,-1224.2158203125,1.4242592946989334,190.515625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_765_gas_exp_heavy],863.212,863212.0,218.419921875,223662.0,711.7578125,764244131840.0,4096.077,4096077.0,1442.6357421875,1477259.0,351.69140625,377625772032.0,0.21074115550073885,-3232.8650000000002,0.15140337611752577,-1224.2158203125,2.023813490608999,360.06640625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_767_gas_balanced],650.716,650716.0,218.419921875,223662.0,711.7578125,764244131840.0,3259.746,3259746.0,1442.6357421875,1477259.0,392.94140625,421917622272.0,0.19962168831559268,-2609.03,0.15140337611752577,-1224.2158203125,1.811358643245554,318.81640625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_800_gas_base_heavy],2921.776,2921776.0,218.419921875,223662.0,633.9453125,680693596160.0,15203.54,15203540.0,1442.6357421875,1477259.0,449.0546875,482168799232.0,0.19217734817022875,-12281.764000000001,0.15140337611752577,-1224.2158203125,1.4117329807407923,184.890625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_800_gas_exp_heavy],1058.096,1058096.0,218.419921875,223662.0,640.0390625,687236710400.0,5381.137,5381137.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.1966305633920861,-4323.040999999999,0.15140337611752577,-1224.2158203125,1.4193766350768378,189.109375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_852_gas_exp_heavy],1058.813,1058813.0,218.419921875,223662.0,670.0390625,719448965120.0,5310.847,5310847.0,1442.6357421875,1477259.0,340.44140625,365546176512.0,0.1993680104134049,-4252.034,0.15140337611752577,-1224.2158203125,1.9681479696625475,329.59765625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_867_gas_base_heavy],2945.059,2945059.0,218.419921875,223662.0,672.3828125,721965547520.0,15307.164,15307164.0,1442.6357421875,1477259.0,476.2421875,511361155072.0,0.19239742907307977,-12362.105,0.15140337611752577,-1224.2158203125,1.4118505881001986,196.140625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_1024b_exp_1024],15.021,15021.0,218.419921875,223662.0,645.6640625,693276508160.0,74.387,74387.0,1442.6357421875,1477259.0,522.1796875,560686170112.0,0.2019304448357912,-59.366,0.15140337611752577,-1224.2158203125,1.2364787025538981,123.484375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_128b_exp_1024],604.716,604716.0,218.419921875,223662.0,677.5390625,727502028800.0,3212.153,3212153.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.18825877845793773,-2607.437,0.15140337611752577,-1224.2158203125,1.502538159011764,226.609375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_16b_exp_320],1040.382,1040382.0,218.419921875,223662.0,666.2890625,715422433280.0,5042.988,5042988.0,1442.6357421875,1477259.0,477.1796875,512367788032.0,0.20630269197547169,-4002.606,0.15140337611752577,-1224.2158203125,1.3963064228294504,189.109375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_24b_exp_168],845.572,845572.0,218.419921875,223662.0,592.6953125,636401745920.0,4086.683,4086683.0,1442.6357421875,1477259.0,392.47265625,421414305792.0,0.20690912409893306,-3241.111,0.15140337611752577,-1224.2158203125,1.5101569575905964,200.22265625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_256b_exp_1024],430.235,430235.0,218.419921875,223662.0,596.4453125,640428277760.0,2270.577,2270577.0,1442.6357421875,1477259.0,340.91015625,366049492992.0,0.18948267334690697,-1840.342,0.15140337611752577,-1224.2158203125,1.7495674492683877,255.53515625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_32b_exp_256],798.912,798912.0,218.419921875,223662.0,698.6328125,750151270400.0,3876.331,3876331.0,1442.6357421875,1477259.0,392.00390625,420910989312.0,0.20610004666784132,-3077.419,0.15140337611752577,-1224.2158203125,1.7822088029256724,306.62890625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_32b_exp_40],633.904,633904.0,218.419921875,223662.0,628.7890625,675157114880.0,3190.321,3190321.0,1442.6357421875,1477259.0,435.9296875,468075937792.0,0.19869599328719587,-2556.417,0.15140337611752577,-1224.2158203125,1.4424093621749494,192.859375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_32b_exp_96],759.326,759326.0,218.419921875,223662.0,632.5390625,679183646720.0,3672.488,3672488.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.20676064836699265,-2913.162,0.15140337611752577,-1224.2158203125,1.4027443302898526,181.609375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_512b_exp_1024],15.127,15127.0,218.419921875,223662.0,593.1640625,636905062400.0,68.465,68465.0,1442.6357421875,1477259.0,500.1484375,537030295552.0,0.22094500839845177,-53.338,0.15140337611752577,-1224.2158203125,1.1859760383636109,93.015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_64b_exp_512],670.794,670794.0,218.419921875,223662.0,698.6328125,750151270400.0,3405.918,3405918.0,1442.6357421875,1477259.0,476.2421875,511361155072.0,0.19694954488041108,-2735.1240000000003,0.15140337611752577,-1224.2158203125,1.4669696025197263,222.390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_even_8b_exp_896],1862.811,1862811.0,218.419921875,223662.0,698.6328125,750151270400.0,8825.8,8825800.0,1442.6357421875,1477259.0,212.00390625,227637460992.0,0.21106426612884951,-6962.989,0.15140337611752577,-1224.2158203125,3.2953770751570763,486.62890625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_exp_208_gas_balanced],595.119,595119.0,218.419921875,223662.0,670.0390625,719448965120.0,2982.197,2982197.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.1995572391763522,-2387.078,0.15140337611752577,-1224.2158203125,1.4859058542247787,219.109375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_exp_215_gas_exp_heavy],1640.485,1640485.0,218.419921875,223662.0,638.1640625,685223444480.0,7873.211,7873211.0,1442.6357421875,1477259.0,477.1796875,512367788032.0,0.2083628903124786,-6232.726000000001,0.15140337611752577,-1224.2158203125,1.3373663615972757,160.984375,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_exp_298_gas_exp_heavy],1767.409,1767409.0,218.419921875,223662.0,678.0078125,728005345280.0,8592.19,8592190.0,1442.6357421875,1477259.0,522.1796875,560686170112.0,0.2056994782471058,-6824.781000000001,0.15140337611752577,-1224.2158203125,1.2984185879501489,155.828125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_min_as_balanced],645.074,645074.0,218.419921875,223662.0,361.6015625,388266721280.0,3166.2,3166200.0,1442.6357421875,1477259.0,373.25390625,400778330112.0,0.20373760343629588,-2521.1259999999997,0.15140337611752577,-1224.2158203125,0.968781723232133,-11.65234375,RISC0,RISC0,RISC0
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_min_as_base_heavy],2288.505,2288505.0,218.419921875,223662.0,672.3828125,721965547520.0,11093.379,11093379.0,1442.6357421875,1477259.0,477.1796875,512367788032.0,0.20629467360666212,-8804.874,0.15140337611752577,-1224.2158203125,1.409076769429755,195.203125,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_min_as_exp_heavy],1540.088,1540088.0,218.419921875,223662.0,713.1640625,765754081280.0,7712.422,7712422.0,1442.6357421875,1477259.0,522.6484375,561189486592.0,0.1996892804880231,-6172.334,0.15140337611752577,-1224.2158203125,1.3645196490231544,190.515625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_odd_1024b_exp_1024],14.657,14657.0,218.419921875,223662.0,713.1640625,765754081280.0,73.556,73556.0,1442.6357421875,1477259.0,515.1484375,553136422912.0,0.19926314644624504,-58.899,0.15140337611752577,-1224.2158203125,1.3843855684799586,198.015625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_odd_128b_exp_1024],628.361,628361.0,218.419921875,223662.0,291.2890625,312769249280.0,3201.297,3201297.0,1442.6357421875,1477259.0,450.9296875,484182065152.0,0.1962832564426231,-2572.936,0.15140337611752577,-1224.2158203125,0.645974462482025,-159.640625,RISC0,RISC0,RISC0
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_odd_256b_exp_1024],431.57,431570.0,218.419921875,223662.0,509.2578125,546811412480.0,2244.112,2244112.0,1442.6357421875,1477259.0,436.8671875,469082570752.0,0.1923121484132699,-1812.5420000000001,0.15140337611752577,-1224.2158203125,1.1657039646631735,72.390625,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_odd_32b_exp_256],786.325,786325.0,218.419921875,223662.0,616.6015625,662070886400.0,3862.242,3862242.0,1442.6357421875,1477259.0,525.9296875,564712701952.0,0.20359288724010563,-3075.9170000000004,0.15140337611752577,-1224.2158203125,1.1724030362899034,90.671875,RISC0,RISC0,SP1
test_worst_compute.py::test_worst_modexp[fork_Prague-benchmark-gas-value_1M-blockchain_test_from_state_test-mod_odd_32b_exp_96],716.276,716276.0,218.419921875,223662.0,570.6640625,612745871360.0,3557.184,3557184.0,1442.6357421875,1477259.0,473.8984375,508844572672.0,0.20136040193591334,-2840.9080000000004,0.15140337611752577,-1224.2158203125,1.2041906394764172,96.765625,RISC0,RISC0,SP1
